"trans_date_trans_time","merchant","category","amt","gender","city","state","city_pop","job","dob","trans_num","is_fraud"
"12/11/2019 23:27","fraud_Eichmann-Kilback","home",97.58,"F","North Wilkesboro","NC",21134,"Dispensing optician","3/6/1984","f80a2787570c928e82cf3289b6024d3c",0
"8/28/2019 21:30","fraud_Kautzer and Sons","personal_care",2.05,"F","Browning","MO",602,"Cytogeneticist","7/14/1954","4b74cd9985eeaee60b177480e031dd0c",0
"12/9/2019 1:43","fraud_Friesen-Stamm","gas_transport",83.67,"M","San Diego","CA",1241364,"Chartered public finance accountant","8/5/1959","63715053d1614859d44b6225c03a9a89",0
"2/3/2020 6:26","fraud_Roob LLC","grocery_net",42.6,"F","Grandview","TX",5875,"Radiographer, therapeutic","7/24/1992","74d2271c108160d4501b62602cf03be2",0
"4/13/2019 11:23","fraud_Streich, Dietrich and Barton","shopping_net",76.7,"M","West Hartford","VT",140,"Development worker, community","10/28/1989","f226860e1cf4c8d6a4042aa8032abf9c",0
"6/19/2019 21:11","fraud_Dare-Marvin","entertainment",86.75,"M","Muskegon","MI",128715,"Historic buildings inspector/conservation officer","5/25/1995","8c557c31c9c30934a212f48d1d2b4493",0
"2/5/2019 19:00","fraud_Little, Gutmann and Lynch","shopping_net",9.66,"F","Orient","WA",149,"Special educational needs teacher","6/21/1978","640dae706d8ad6638e9cdd2362e8af7b",0
"1/27/2020 13:40","fraud_Reichel LLC","personal_care",198.55,"F","Catawba","VA",1363,"Equality and diversity officer","8/23/1940","183737bb853aa1660decdfeae314488c",0
"12/25/2019 7:24","fraud_Huels-Hahn","gas_transport",42.01,"F","Winger","MN",516,"Applications developer","6/7/1966","ea8f3b66cf95757f17ba13a5ae4ef6e4",0
"12/18/2019 23:42","fraud_Macejkovic-Lesch","shopping_pos",126.39,"M","New Boston","IL",1504,"Manufacturing engineer","10/5/1993","0b8b4f28c94857da761635588b807a5f",0
"1/11/2019 17:29","fraud_Adams-Barrows","health_fitness",125.43,"M","Kirk","CO",207,"Network engineer","12/4/1955","4c1c179d2655270f5dec85aa6d404d17",0
"8/26/2019 12:35","fraud_Kuphal-Toy","food_dining",86.29,"M","Winfield","WV",5512,"Exhibition designer","3/24/1980","98d6afcb042c4606ecc97bcddcd6b9e7",0
"4/6/2019 16:05","fraud_Kub-Heaney","health_fitness",21.73,"F","Ratcliff","TX",43,"Engineer, production","10/4/1949","4453215f6eee30510448b1c52f37beab",0
"2/1/2020 13:25","fraud_Bernhard, Grant and Langworth","shopping_pos",3.91,"F","Smiths Grove","KY",6841,"Therapist, sports","6/6/1999","5a654caf68e422aa5372bac0f3741e36",0
"2/27/2019 12:37","fraud_Brown Inc","kids_pets",17.72,"M","Cross Plains","TX",1897,"Chief Operating Officer","4/19/1953","376498ec8a4aa8766f0ca95c265ed0ec",0
"11/8/2019 7:56","fraud_Kutch, Steuber and Gerhold","food_dining",20.06,"F","Blackville","SC",4913,"Technical brewer","11/10/1966","6a3fb89858654e62c4f0ebb65770ee30",0
"12/29/2019 13:16","fraud_Bednar PLC","kids_pets",107.32,"M","Norman Park","GA",5666,"Rural practice surveyor","9/14/2003","e39817227f11283d7370c48bc07ffc7e",0
"2/6/2020 6:57","fraud_Bahringer, Schoen and Corkery","shopping_pos",133.3,"M","West Hartford","VT",140,"Development worker, community","10/28/1989","be36e7ed91c6b38f0785c51e28757b44",0
"9/10/2019 0:52","fraud_Stiedemann Inc","misc_pos",39.5,"M","Zaleski","OH",341,"Accounting technician","12/18/1978","d877db73112d5e1f2543f56e16473300",0
"12/20/2019 9:21","fraud_Bernier, Streich and Jewess","grocery_net",42.21,"M","Mayersville","MS",595,"Technical brewer","9/3/1979","6d4721ac226ac820540e6a61bf557fea",0
"5/25/2019 3:44","fraud_McGlynn-Jaskolski","misc_pos",34.79,"M","Leetsdale","PA",1140,"Administrator, education","6/20/1986","81984cedc7d948a4a8d6d5d47ddbcdb3",0
"9/19/2019 21:25","fraud_Bahringer, Schoen and Corkery","shopping_pos",5.38,"F","Avoca","IA",2036,"Engineering geologist","8/20/1971","37f0ee436bd0260c48e3aa9daa033cfb",0
"12/1/2019 22:30","fraud_Price Inc","shopping_net",850.36,"M","Lawrence","MA",76383,"Geoscientist","4/4/1985","b101a3f2e4087978ab0e3ddc5ae5568c",0
"1/30/2020 13:52","fraud_Howe Ltd","misc_pos",381.05,"F","Matthews","MO",1019,"Aeronautical engineer","1/26/1979","3d684dda59881c5c820ca5696816b1b4",0
"6/10/2019 18:39","fraud_Cole, Hills and Jewess","home",60.85,"M","Naples","FL",276002,"Programme researcher, broadcasting/film/video","1/2/1979","037a5d284c06ce24e358f0a8e7e3fd29",0
"6/2/2019 18:58","fraud_Ernser-Feest","home",16.43,"M","Freedom","WY",471,"Education officer, museum","8/2/1967","a25103fc813ee3fb5550033dd1024849",0
"1/15/2019 5:46","fraud_Schaefer, McGlynn and Bosco","gas_transport",62.7,"F","Providence","RI",203571,"Nurse, children's","11/29/1995","673467d71e50b3cf33416cd011b08336",0
"3/6/2019 18:20","fraud_Wuckert-Goldner","home",36.78,"F","Napa","CA",94014,"Airline pilot","8/21/1985","1b4d68d715da4cb1fab9c4e3bd68e142",0
"7/21/2019 12:07","fraud_Schoen, Nienow and Bauch","personal_care",110.99,"F","De Soto","KS",5760,"Chief Executive Officer","10/1/1978","792739c5da9af94312c843274860903e",0
"12/31/2019 21:28","fraud_Brown Inc","kids_pets",16.43,"F","Reynolds","ND",733,"Visual merchandiser","11/12/1994","8c332204faf214d64b383e352fa6203b",0
"4/6/2019 15:56","fraud_Hagenes, Kohler and Hoppe","food_dining",28.54,"M","Varnell","GA",74,"Pensions consultant","5/14/1944","d657f5f7cfcfbd2604c5c30971c436a3",0
"1/5/2019 20:14","fraud_Ernser-Feest","home",2.8,"F","Amanda","OH",4512,"Farm manager","10/3/1992","55e1f61eed552272cb18169ac99b776c",0
"2/22/2020 20:12","fraud_Kutch-Ferry","home",60.16,"F","Moravian Falls","NC",3495,"Psychologist, counselling","3/9/1988","d3babde13b15b0a3a3126b6c0d67577a",0
"10/14/2019 7:33","fraud_Cummerata-Hilpert","entertainment",142.01,"M","Luzerne","MI",864,"General practice doctor","5/4/1942","c45f189d5e5b38789206b5fb7a176d8a",0
"7/24/2019 10:30","fraud_Fisher Inc","shopping_net",89.97,"M","Atlantic","VA",741,"Geologist, engineering","8/17/1986","cff9fefc9033dfaeccf3c8f9d5cf713f",0
"2/19/2019 7:03","fraud_Christiansen, Goyette and Schamberger","gas_transport",65.68,"M","Norwalk","CA",105549,"Firefighter","9/22/1973","e05dc2475648252bf92737bad9cad092",0
"2/1/2020 9:43","fraud_Auer-Mosciski","grocery_pos",62.44,"M","Moab","UT",9772,"Location manager","11/24/1989","425ae2a7b76845416ea10886e31ccda8",0
"7/5/2019 16:32","fraud_Walter, Hettinger and Kessler","personal_care",26.67,"F","Blooming Grove","TX",1563,"Financial adviser","3/4/1978","8409163c2aa83d44e40668f36090b8d6",0
"6/6/2019 21:05","fraud_Cruickshank-Mills","entertainment",9.45,"M","Benton","WI",1306,"Public relations officer","9/10/1958","3acdaa0d3c23185b6149da687650a459",0
"11/13/2019 23:22","fraud_Goyette, Howell and Collier","shopping_pos",6.56,"M","Heiskell","TN",4729,"Geologist, wellsite","4/19/1982","deb27727eec9f073c603c79b49727430",0
"5/20/2019 16:36","fraud_Breitenberg LLC","travel",9.88,"M","Lawrence","MA",76383,"Geoscientist","4/4/1985","06f2dfa2103196896d89621fde598b35",0
"12/11/2019 15:45","fraud_Leannon-Ward","food_dining",55.46,"M","Bessemer","AL",71463,"Radio broadcast assistant","2/8/1989","7b87c0e6eb1b95fbfa7cb72fd264ecd9",0
"12/7/2019 14:45","fraud_Quitzon, Green and Bashirian","shopping_pos",160.02,"F","Battle Creek","IA",1075,"Teacher, early years/pre","1/2/1997","6772af955f39427c621ef2024c134482",0
"12/6/2019 14:23","fraud_Stanton, Jakubowski and Baumbach","shopping_net",26.78,"M","Murrayville","IL",1512,"Commercial/residential surveyor","5/7/2003","79bd8083130c302be78b0c173e767712",0
"2/3/2019 7:55","fraud_Prohaska-Murray","gas_transport",54.52,"F","Sutherland","NE",1789,"Insurance broker","2/11/1982","0354f665729e596568eb25bb4e04d5e6",0
"6/29/2019 3:22","fraud_Dickinson-Rempel","misc_pos",3.5,"F","East Andover","ME",190,"Animal nutritionist","4/17/1970","58f5f1e5c992ad77d32c4adad2bdccaf",0
"1/9/2019 14:06","fraud_Cartwright PLC","kids_pets",109.24,"F","Avoca","IA",2036,"Engineering geologist","8/20/1971","2efef3aa4f46493c44009aacb6f42b31",0
"4/8/2019 7:01","fraud_Zboncak, Rowe and Murazik","shopping_net",28.85,"F","Marietta","SC",5648,"Museum/gallery exhibitions officer","10/6/1934","8672e6ea2bcd70c41d075d7b94b28d16",0
"11/16/2019 13:00","fraud_Nienow PLC","entertainment",61.46,"M","Manderson","SD",1126,"Volunteer coordinator","8/18/1980","20597e2755cbf1cce479b8e6a30687b2",0
"6/1/2019 12:49","fraud_Dibbert and Sons","entertainment",31.28,"F","Oran","IA",53,"Sports administrator","10/5/1972","99b0f1df5527282661a2f7c485e51be3",0
"7/11/2019 16:00","fraud_Rau-Robel","kids_pets",49.1,"M","West Hartford","VT",140,"Development worker, community","10/28/1989","7a53ec61f9cf985c0867c872808d37a9",0
"5/19/2019 2:15","fraud_Conroy-Cruickshank","gas_transport",62.35,"M","Hudson","NY",17867,"Travel agency manager","7/29/1998","fa24f522d4a108452f1b2696b9d74df1",0
"11/11/2019 9:07","fraud_Pfeffer and Sons","shopping_pos",149.4,"M","Lamberton","MN",1507,"Land/geomatics surveyor","10/12/1993","a1dfe14cbbb38fff26abc1105043c9fe",0
"3/30/2019 9:25","fraud_Boehm, Block and Jakubowski","misc_pos",5.78,"F","Adams","WI",3508,"Sport and exercise psychologist","8/11/1946","94f0a4b3911fbc413615688f9ec4ed36",0
"4/5/2019 8:40","fraud_Cummerata-Jones","gas_transport",77.39,"M","Pueblo","CO",151815,"Further education lecturer","1/4/1988","8136f8fc9f5efeac1b24d71c1b900018",0
"6/27/2019 20:36","fraud_Bruen-Yost","misc_pos",101.51,"M","Monmouth Beach","NJ",3279,"Health promotion specialist","10/5/1978","79edbbb363a606c545878843fcfb470b",0
"5/27/2019 11:03","fraud_Casper, Hand and Zulauf","grocery_pos",35.23,"M","Washington","DC",601723,"Psychotherapist, child","2/4/1991","8c9f8b6bb110aa31e98275651c87e5b7",0
"3/29/2019 4:24","fraud_Huel, Hammes and Witting","grocery_pos",207.06,"F","Kingsport","TN",87124,"Warden/ranger","2/14/1987","4e5c8c42722e1cb23e966de42020873e",0
"7/12/2019 17:45","fraud_Hamill-D'Amore","health_fitness",67.33,"F","Lawn","PA",213,"Special educational needs teacher","2/15/1972","88208f11a9700fa72ea36734748a18ee",0
"7/6/2019 15:00","fraud_Schaefer, Fay and Hilll","entertainment",171.48,"F","Cisco","IL",478,"Landscape architect","1/13/1960","cca7e40a70363da37c522969d54a91b3",0
"3/5/2020 16:26","fraud_Heathcote, Yost and Kertzmann","shopping_net",335.72,"F","Houston","TX",2906700,"Copywriter, advertising","12/16/1984","5589b1ea837f5dcc2692f0384927ac9e",0
"12/9/2019 1:51","fraud_Ledner-Pfannerstill","gas_transport",49.7,"F","Miamisburg","OH",36784,"Investment banker, corporate","7/31/1941","613b79379eb6d4ba21f0345a628a7cd9",0
"12/3/2019 9:12","fraud_Wolf Inc","grocery_pos",86.93,"M","Stoneham","MA",21437,"Artist","6/25/1964","db6899b51e743d87ff91b9577c9ebe1b",0
"6/17/2019 22:10","fraud_Roob-Okuneva","health_fitness",25.15,"M","Cass","WV",365,"Special effects artist","3/14/1970","0d47d3aece9b14e1c9ac1e5df3d7a48b",0
"3/16/2019 5:26","fraud_O'Keefe-Hudson","grocery_pos",187.82,"F","Tyler","TX",144160,"Sports development officer","5/4/1984","af097006a59673634c775cb1ffd70489",0
"12/23/2019 9:23","fraud_Schmidt and Sons","shopping_net",334.2,"F","Veedersburg","IN",4049,"Development worker, community","10/19/1959","ac468498d0617cac6141cf5668772141",0
"3/24/2019 13:07","fraud_Hoppe-Parisian","kids_pets",94.49,"F","Manchester","MD",11751,"Clinical research associate","2/15/1964","f8ae6e1c4192fa8f6d17f9646ebd5d8a",0
"10/27/2019 18:16","fraud_Daugherty-Thompson","food_dining",5.99,"M","Southfield","MI",75830,"Engineer, automotive","12/28/1974","0f6b2fcdc96ff98c4dca026a46fd234a",0
"6/1/2019 12:16","fraud_Nienow, Barrows and Romaguera","personal_care",30.85,"F","Hurricane","WV",21902,"Sub","9/18/1980","88bab2e4cbddca59f8f1834c4e7bdcb9",0
"12/8/2019 20:49","fraud_Zulauf LLC","personal_care",48.13,"M","Waukesha","WI",95015,"Therapist, occupational","1/2/1946","fa9264f0ae7c01444bff17d4aae64d4f",0
"6/22/2019 2:09","fraud_Wilkinson Ltd","entertainment",56.18,"M","Edinburg","VA",6018,"Designer, multimedia","8/21/1947","c1a28d72a6ae6c32e6a3e60470d62a78",0
"6/19/2019 2:25","fraud_Boyer PLC","shopping_net",7.73,"F","Camden","TX",99,"Colour technologist","11/21/1965","7f611c48cc074ea2e60c5415aa120b28",0
"1/25/2020 3:37","fraud_Harris Inc","gas_transport",86.37,"M","Leo","IN",5341,"Biomedical engineer","11/24/1994","7340b06c3c28a3d41366b7981ca728bb",0
"1/5/2020 1:13","fraud_Schuppe-Schuppe","food_dining",152.57,"F","West Columbia","SC",52126,"Chemical engineer","8/23/1929","a3f6f5b25ccd78a5f5001d5d8a9d108b",0
"5/25/2019 5:06","fraud_Block-Parisian","misc_net",7.34,"F","Hooper","NE",1745,"Engineer, automotive","12/26/1973","d85810008b7e74254efb52c487ea6709",0
"12/8/2019 1:20","fraud_Luettgen PLC","gas_transport",57.99,"M","Bowdoin","ME",3224,"Engineer, electronics","8/22/1997","69cbeb4262eb7bbd0184f9540c155b3c",0
"10/30/2019 22:55","fraud_Bradtke, Torp and Bahringer","personal_care",38.8,"F","New Ellenton","SC",2206,"Biomedical scientist","12/31/1986","985f8d61ea3dad9cf5302e35422ad4f8",0
"7/6/2019 13:51","fraud_Bode-Rempel","kids_pets",44.35,"M","Fenelton","PA",2054,"Communications engineer","9/29/1976","a993f36b490387a775e5b4a041087a0d",0
"6/2/2019 22:28","fraud_Harris Group","food_dining",5.49,"M","High Rolls Mountain Park","NM",899,"Naval architect","8/30/1967","d8c08b8a6f0868309149621d439113b9",0
"4/28/2019 15:45","fraud_Kassulke PLC","shopping_net",5.58,"F","Cherokee Village","AR",4726,"Pharmacologist","6/7/1977","7c247b3178827fca0a9c6ca44af80508",0
"1/14/2019 8:14","fraud_Schultz, Simonis and Little","grocery_pos",96.88,"M","Helm","CA",123,"Early years teacher","2/7/1973","8c270484e317f2832d0757b45f824730",0
"8/26/2019 21:49","fraud_Cartwright PLC","kids_pets",116.31,"F","Rule","TX",932,"Physicist, medical","12/10/1954","899e1f1b3d07f1f6d311add69c380a9a",0
"2/24/2019 17:38","fraud_Swift PLC","kids_pets",52.85,"M","Elkhart","IA",1195,"Trading standards officer","3/13/1974","91c00454424120611b892fc22ffbb862",0
"9/2/2019 12:38","fraud_Thompson-Gleason","health_fitness",80.89,"F","Enola","AR",969,"Physicist, medical","1/5/1954","56266196930f95e5894d9dd6725aeccf",0
"1/4/2020 13:10","fraud_Schmeler, Bashirian and Price","shopping_net",8.62,"F","Lawn","PA",213,"Special educational needs teacher","2/15/1972","42890c2d317eb140dde6c01f40faa17c",0
"5/12/2019 13:36","fraud_Romaguera, Wehner and Tromp","kids_pets",58.24,"M","Moriarty","NM",7268,"Therapist, art","8/4/1988","eb93336abff84fc8885a8d4393a5361b",0
"1/20/2020 1:54","fraud_Kuhic, Bins and Pfeffer","shopping_net",14.5,"F","Eureka","IL",6713,"Archivist","8/19/1945","78480c708765a4143178087744e54d40",0
"12/24/2019 23:20","fraud_Yost, Schamberger and Windler","kids_pets",19.21,"M","Edinburg","VA",6018,"Designer, multimedia","8/21/1947","f3e8ec1eb313a7792f82e24677efc558",0
"6/20/2019 3:21","fraud_Lockman Ltd","grocery_pos",83.16,"M","Manderson","SD",1126,"Volunteer coordinator","8/18/1980","3cd9c00dbfb0593d2930af5cea722ec5",0
"2/1/2019 3:31","fraud_Baumbach, Feeney and Morar","shopping_net",3.09,"M","Andrews","IN",2304,"Retail banker","7/25/1955","393197f5df9e9184b03519628c5491ba",0
"6/5/2019 6:28","fraud_Lakin, Ferry and Beatty","food_dining",46.17,"M","Fairview","NJ",13835,"Programmer, multimedia","5/28/1967","527cf77ee8952682d841b20832039b21",0
"8/15/2019 20:34","fraud_Jacobi and Sons","shopping_pos",3.31,"F","Bradley","SC",1523,"Research scientist (physical sciences)","6/3/1984","5392eadd761a019298a0ca0faf2259ae",0
"11/13/2019 15:05","fraud_Witting, Beer and Ernser","home",77.35,"M","Ferney","SD",52,"Bookseller","5/22/1990","59d55fb4a1714ca1d9b62e58e42caa61",0
"11/10/2019 15:52","fraud_Pollich LLC","home",32.78,"M","Mounds","OK",7163,"Fitness centre manager","2/5/1982","994077d43430d3d5151bc5f1fa6d27bf",0
"2/23/2019 14:16","fraud_Predovic Inc","shopping_net",4.19,"F","Thompson","UT",46,"Surveyor, minerals","4/23/1987","eee4b3d8907ee421e7df32246bb2f535",0
"5/24/2019 10:50","fraud_Moen, Reinger and Murphy","grocery_pos",86.45,"M","Tuscarora","MD",100,"Production assistant, television","12/11/1979","ccff044d1580bc3671e1278bd46d7c36",0
"3/6/2020 18:08","fraud_Sporer-Keebler","personal_care",2.23,"F","Phoenix","AZ",1312922,"Counselling psychologist","11/30/1999","4319726cbaf417ca7ed5d64f874f5ad8",0
"5/5/2019 16:03","fraud_Pouros-Conroy","shopping_pos",15.31,"F","Sutherland","NE",1789,"Insurance broker","2/11/1982","d24fe692d2c4efe20ac84eb4c837dc75",0
"1/29/2019 1:51","fraud_Rodriguez Group","gas_transport",62.43,"M","Big Indian","NY",397,"Psychiatrist","9/12/1931","db20d5e6d0128a087b2a12c0e7c0e3db",0
"10/13/2019 2:46","fraud_Welch Inc","misc_net",218.84,"F","Dunlevy","PA",427,"Mining engineer","2/5/1951","c423b12cd867dcbcd9597c8072600f88",0
"4/21/2019 7:07","fraud_Eichmann, Bogan and Rodriguez","gas_transport",39.47,"M","High Rolls Mountain Park","NM",899,"Naval architect","8/30/1967","cafe4ee3d62b31c59e9a66a6758f761a",0
"1/22/2019 22:06","fraud_Berge-Ullrich","home",44.24,"M","Newark Valley","NY",4354,"Further education lecturer","2/16/1994","1befa4b3a0de01cd33907b8b59af1c27",0
"5/16/2019 15:13","fraud_Schoen Ltd","kids_pets",47.02,"M","Montandon","PA",645,"Orthoptist","5/18/1974","c17b60c34e16950ce27adc564a0af402",0
"6/23/2019 22:50","fraud_Dare, Casper and Bartoletti","kids_pets",47.57,"M","Lohrville","IA",695,"Administrator","7/15/1954","01a716c85e722a40eb584ba181e52881",0
"8/15/2019 7:50","fraud_Stiedemann Ltd","food_dining",284.37,"M","Stillwater","OK",55345,"Cabin crew","5/1/1948","5a91a26c02ec585c7940632644b6bbda",0
"4/28/2019 5:26","fraud_Wolf Inc","grocery_pos",227.98,"F","Lowville","NY",8830,"Theme park manager","3/29/1991","26b308a2df57be2a3f4aed9e5a1b8ab3",0
"4/7/2019 2:23","fraud_Erdman-Kertzmann","gas_transport",56.41,"F","Altair","TX",106,"Editor, film/video","7/24/1983","77ab158c9d1391b7c1a1d948ed17d356",0
"8/4/2019 6:38","fraud_Stehr, Jewess and Schimmel","misc_net",156.63,"M","Saint Francis","KY",301,"Research officer, political party","3/17/1967","475b82fc1b8dff854f1b8f29e4f97534",0
"3/29/2019 7:04","fraud_Brekke and Sons","gas_transport",37.99,"F","Brunson","SC",1725,"Social researcher","12/5/1974","028b19672cddaa0d0905d9f90e90334a",0
"3/5/2019 14:53","fraud_Hettinger, McCullough and Fay","home",35.28,"M","Oconto Falls","WI",5548,"Mining engineer","9/11/1975","3de1a0b223356fea64a2b3c449631d2a",0
"9/28/2019 18:18","fraud_Waelchi Inc","kids_pets",44.28,"F","Meridian","TX",2526,"Phytotherapist","11/12/1970","47110e1b23869d68d2298934a79989c8",0
"3/18/2019 11:52","fraud_Zboncak, Rowe and Murazik","shopping_net",40.92,"M","Seneca","WI",153,"Quantity surveyor","2/14/1962","c396d8187fb1050d9b62e57310402e73",0
"5/22/2019 21:13","fraud_Zulauf LLC","personal_care",58.59,"F","Leonard","TX",4090,"Sub","3/23/1977","d44513b889eeb3894203070c2def9015",0
"4/15/2019 13:58","fraud_Berge-Ullrich","home",7.87,"F","Winger","MN",516,"Applications developer","6/7/1966","13accd9b6142b1e2f146408e34f7d774",0
"10/14/2019 22:50","fraud_Hills-Witting","shopping_net",909.98,"F","Colton","WA",761,"Chief Marketing Officer","6/30/1943","e9e700a12f4b7b70c82e3909f713d7eb",1
"3/8/2019 22:14","fraud_Schulist Ltd","food_dining",46.59,"F","Tupper Lake","NY",6120,"Chartered loss adjuster","10/9/1976","aa9a9b0e2c6fdab4c0bf4ebb8109a311",0
"5/28/2019 0:37","fraud_Bechtelar-Rippin","food_dining",72.91,"M","Watertown","MN",5619,"Licensed conveyancer","1/15/1959","fbbec3dc1b0f4b692f1f1e529b615612",0
"12/18/2019 18:20","fraud_Effertz LLC","entertainment",30.81,"F","Lowell","OR",1420,"Systems analyst","11/11/1965","de10c13046e6e567fc3b9b1826629b8f",0
"5/5/2019 21:59","fraud_Friesen-Ortiz","personal_care",166.84,"M","Omaha","NE",518429,"Surveyor, land/geomatics","10/10/1995","727ae5051d9f26d5bc2c9bcbd21f3228",0
"12/19/2019 7:57","fraud_Schmitt Inc","gas_transport",71.63,"M","Aurora","CO",389246,"Scientist, marine","12/12/1969","f8ddd9981807d46cc2c9e4b9d4b6fd63",0
"9/5/2019 17:03","fraud_Jacobi and Sons","shopping_pos",2.23,"M","Lonsdale","MN",5211,"Chief Strategy Officer","1/27/1987","883e0f0f4ea6d9f44d80d6b3d06da98c",0
"12/15/2019 23:40","fraud_Kling, Howe and Schneider","home",32.48,"F","Plainfield","NJ",71485,"Leisure centre manager","7/19/1974","6e8fa2fd8c14f3cb46ae33c1f65e4efb",0
"6/23/2019 4:09","fraud_Jaskolski-Dibbert","grocery_net",44.54,"F","Sebring","FL",50835,"Environmental consultant","1/30/1986","cc7370857fd7401cfaa7712c0e64397b",0
"1/1/2020 8:07","fraud_Kutch LLC","gas_transport",31.26,"M","Hatch","UT",258,"Geoscientist","11/24/1961","7c670c179576223ebe79f905a3f5db8f",0
"6/27/2019 14:20","fraud_Schoen-Quigley","kids_pets",35.3,"M","Chester","MD",5848,"Paediatric nurse","2/15/1981","53cbdf5afa089498602f16b90978c58c",0
"8/21/2019 23:12","fraud_Champlin-Casper","home",104.02,"M","Naples","FL",276002,"Programme researcher, broadcasting/film/video","1/2/1979","8344976ad2b8dbc8882627e176679cbc",0
"6/25/2019 6:36","fraud_Brekke and Sons","gas_transport",57.31,"F","Blairstown","MO",467,"Agricultural consultant","5/27/1950","edecd5de8db241b2de1e2e5db3f965c9",0
"12/9/2019 0:27","fraud_Schaefer, Maggio and Daugherty","gas_transport",40.58,"F","Galatia","IL",1943,"Restaurant manager, fast food","10/19/1971","c619b3df1b0d034b6c90f9b1ed1f1053",0
"8/27/2019 21:40","fraud_Cronin, Kshlerin and Weber","health_fitness",18.73,"M","Sachse","TX",20328,"Site engineer","6/20/1985","0802f74a0cf0faa0d05a3c5a59be8e5a",0
"5/22/2019 14:42","fraud_Reilly LLC","home",15.32,"F","Leonard","TX",4090,"Sub","3/23/1977","84e728c2ffea95b9b66000f9a085cb7e",0
"3/9/2019 15:54","fraud_Hills, Hegmann and Schaefer","health_fitness",102.67,"F","Roosevelt","OK",551,"Amenity horticulturist","9/27/1970","7e7fed760b7bacef31f604b130406728",0
"3/2/2019 0:40","fraud_Wolf Inc","grocery_pos",60.01,"M","Glendale","CA",172817,"Advertising account planner","7/30/1982","3576ad6497d95bd9cb64f82bae4b206d",0
"12/8/2019 5:28","fraud_Moen, Reinger and Murphy","grocery_pos",118.12,"M","Margaretville","NY",1988,"Environmental health practitioner","5/23/1978","f38f96e71df59869a757060e98de3ede",0
"10/19/2019 14:59","fraud_Altenwerth-Kilback","home",5.39,"F","Nobleboro","ME",1643,"Financial trader","4/12/1976","4084a36f5746edeefca25edb0ffe4ca8",0
"8/9/2019 9:44","fraud_Huels-Nolan","gas_transport",58.65,"F","Enola","AR",969,"Physicist, medical","1/5/1954","c40973a8b92a641d818018a25e48ba63",0
"6/27/2019 15:13","fraud_Ruecker-Mayert","kids_pets",50.28,"M","Kissee Mills","MO",1201,"Engineer, agricultural","3/18/1980","c88625842c853b0fe31ee999079e6d26",0
"1/11/2020 8:41","fraud_Kovacek, Dibbert and Ondricka","grocery_pos",138.48,"M","Tyaskin","MD",470,"Music tutor","4/7/1965","1938bede6a48abd21af6fdb30bdb9c64",0
"9/1/2019 3:22","fraud_Pacocha-O'Reilly","grocery_pos",97.93,"F","O Brien","TX",178,"Warden/ranger","6/14/1983","15cbfc294f33ccafdcc41306b563099d",0
"12/15/2019 8:30","fraud_Roob, Conn and Tremblay","shopping_pos",6.93,"F","Goreville","IL",3119,"Teacher, secondary school","4/17/1942","ecf0289fc031656c50de6cffdcadf28c",0
"12/1/2019 7:52","fraud_Heidenreich PLC","grocery_pos",107.75,"F","Naples","FL",276002,"Medical technical officer","12/14/1950","90bc163573f0bb7d188281f263ef6649",0
"9/2/2019 20:53","fraud_Weber, Thiel and Hammes","kids_pets",48.77,"M","Port Ewen","NY",2471,"Heritage manager","1/21/1966","9e89b693a1be8c194113f0ca788ff5fd",0
"2/12/2020 1:42","fraud_Kemmer-Reinger","grocery_net",45.4,"M","Rock Glen","PA",143,"Health and safety adviser","2/19/1982","fd7db2e2af66a22dc80211a67d45f370",0
"3/4/2020 10:09","fraud_Kling Inc","gas_transport",50.42,"F","Centerview","MO",2368,"Electronics engineer","7/17/1989","fa68095a2484f9c905b17fe880260786",0
"8/17/2019 11:00","fraud_Koepp-Parker","grocery_pos",177.69,"M","Kirk","CO",207,"Network engineer","12/4/1955","e232b22b317962ca0ea771ffba7ec99e",0
"12/30/2019 4:53","fraud_Kling Inc","gas_transport",56.77,"F","Barnstable","MA",1850,"Counselling psychologist","12/29/1963","088610dc1baa5e3cac742e82ad4fdb24",0
"9/7/2019 19:32","fraud_Bode-Rempel","kids_pets",96.11,"F","Jay","FL",5719,"Higher education careers adviser","11/5/1994","40ec91b774a277ec33b37731c5c45d32",0
"12/29/2019 4:07","fraud_Lesch Ltd","shopping_pos",3.57,"M","Pewee Valley","KY",3263,"Stage manager","2/28/1930","08342036ca3044f2b3d81dd07d4ecef6",0
"3/9/2019 3:12","fraud_Kilback LLC","grocery_pos",75.59,"M","Oakdale","NY",9506,"Biochemist, clinical","4/13/1953","dbe14b90408fa0ea283f8c5faba2c0f6",0
"9/3/2019 21:25","fraud_Baumbach, Strosin and Nicolas","shopping_pos",5.56,"M","Monmouth Beach","NJ",3279,"Health promotion specialist","10/5/1978","3c07b4aecb392c59579075b481bba308",0
"12/10/2019 19:01","fraud_Bauch-Blanda","entertainment",142.05,"M","Lawrence","MA",76383,"Geoscientist","4/4/1985","8ea642ebe6e8712aa8e10d66c01d1d39",0
"10/29/2019 22:59","fraud_Gottlieb Group","kids_pets",1.3,"F","Nobleboro","ME",1643,"Financial trader","4/12/1976","a2cc35518b1e61771c160387a9644c63",0
"10/12/2019 3:12","fraud_Hills-Witting","shopping_net",4.13,"F","Saint Louis","MO",927396,"Occupational hygienist","3/12/1960","e2515920209a9063aad7b539a56dfdd2",0
